Layers,Complexity,MSE Train,MSE Future,MSE Past,MSE Train and Test
"(7, 10, 7, 7, 7, 1)",277,0.07477331161499022,0.2721550762653351,0.10312620550394057,0.1096457466483116
"(7, 7, 7, 7, 12, 1)",277,0.07630353420972824,0.3095450699329376,0.09494523704051973,0.11751145124435425
"(7, 8, 7, 9, 7, 1)",277,0.08026516437530518,0.2360141426324845,0.09656690061092377,0.10778218507766724
"(7, 8, 8, 14, 1)",277,0.07807877659797667,0.31181541085243225,0.09337224811315536,0.11937417834997174
"(7, 7, 10, 7, 7, 1)",277,0.0754176676273346,0.2788790762424469,0.10551359504461287,0.11136430501937866
"(7, 9, 7, 8, 7, 1)",277,0.07888605445623398,0.21102029085159305,0.095746248960495,0.10223083943128586
"(7, 7, 7, 10, 7, 1)",277,0.0755339115858078,0.33441177010536194,0.09659716486930847,0.12127120792865753
"(7, 8, 9, 12, 1)",278,0.07646217942237854,0.24984681606292725,0.10535480082035063,0.10709501057863237
"(7, 12, 7, 10, 1)",278,0.07740232348442078,0.2434974014759064,0.09302382171154022,0.10674716532230376
"(7, 9, 7, 15, 1)",278,0.07311222702264786,0.24187587201595304,0.10055162012577057,0.10292864590883256
"(7, 9, 8, 7, 7, 1)",279,0.07585900276899338,0.3861077129840851,0.1016959473490715,0.13067232072353366
"(7, 7, 9, 8, 7, 1)",279,0.07981284707784653,0.33407309651374817,0.09953244775533676,0.12473440915346146
"(7, 10, 8, 11, 1)",279,0.07732699066400528,0.2368281930685044,0.09565480053424837,0.10550689697265624
"(7, 8, 9, 7, 7, 1)",279,0.07870027422904967,0.23993834853172305,0.10492302477359773,0.10718709975481032
"(7, 7, 12, 9, 1)",279,0.07789336144924164,0.2576785981655121,0.1034722626209259,0.1096569001674652
"(7, 10, 9, 9, 1)",279,0.07559368014335632,0.3033837080001831,0.0971108376979828,0.1158384159207344
"(7, 12, 13, 1)",279,0.07650092989206314,0.28353920578956604,0.09710069000720978,0.1130794957280159
"(7, 7, 8, 9, 7, 1)",279,0.07745743542909622,0.2677164971828461,0.10164372622966766,0.11107156425714493
"(7, 8, 8, 8, 7, 1)",279,0.07725080847740172,0.21536839008331304,0.09689778089523317,0.10165276378393172
"(7, 7, 9, 7, 9, 1)",280,0.07334291934967041,0.34582605957984924,0.09678030014038086,0.12148407846689226
"(7, 9, 7, 7, 9, 1)",280,0.07836006581783295,0.2989185154438019,0.09874358773231506,0.11732728779315947
"(7, 14, 7, 7, 1)",281,0.07451649010181427,0.2654620707035065,0.09997458010911944,0.10825186222791673
"(7, 9, 10, 9, 1)",281,0.07593664526939392,0.40362057089805603,0.10107431560754776,0.1338305026292801
"(7, 7, 13, 8, 1)",281,0.07735887169837953,0.3661726415157318,0.09994053095579147,0.12838511168956754
"(7, 7, 8, 16, 1)",281,0.07777220010757446,0.2112048119306565,0.09345380961894988,0.10134639590978622
"(7, 7, 14, 7, 1)",281,0.07666924595832825,0.29614388942718506,0.09869661182165146,0.11544497311115265
"(7, 12, 8, 8, 1)",281,0.07764305919408797,0.30922284722328186,0.09554647654294968,0.11855755001306535
"(7, 7, 10, 12, 1)",281,0.07983841001987457,0.2265920788049698,0.10493622720241548,0.1057661697268486
"(7, 8, 8, 7, 9, 1)",281,0.07602104544639587,0.33818894624710083,0.09793588519096376,0.12233974039554595
"(7, 11, 7, 12, 1)",281,0.07700212299823761,0.2428973764181137,0.09624096751213074,0.10631179809570312
"(7, 8, 7, 17, 1)",281,0.07685115933418274,0.39274799823760986,0.09949612617492676,0.13266243040561676
"(7, 8, 11, 9, 1)",281,0.07629484683275223,0.2328922599554062,0.09961821138858797,0.10396181046962738
"(7, 9, 19, 1)",282,0.07713785022497177,0.22187551856040955,0.09199666231870653,0.10270938277244568
"(7, 7, 25, 1)",282,0.07552848011255264,0.22483831644058228,0.09420045465230943,0.10190779715776443
"(7, 8, 7, 8, 9, 1)",282,0.07796435803174973,0.4400447309017181,0.09980309009552002,0.14193511009216309
"(7, 7, 8, 7, 11, 1)",283,0.082245834171772,0.2554736435413361,0.1067465841770172,0.11285094916820525
"(7, 9, 8, 13, 1)",283,0.07717444002628326,0.4500288367271423,0.0924714207649231,0.1430198699235916
"(7, 8, 7, 7, 11, 1)",283,0.07538441568613052,0.4491371512413025,0.0996510460972786,0.14138852059841156
"(7, 7, 8, 8, 9, 1)",283,0.07683637738227844,0.2528426945209503,0.10595451295375824,0.10791876912117004
"(7, 7, 9, 14, 1)",283,0.0790027603507042,0.25077980756759644,0.09425952285528184,0.10933826863765717
"(7, 7, 7, 19, 1)",284,0.07915575057268143,0.20640847086906436,0.10325335711240767,0.1016284078359604
"(7, 10, 7, 14, 1)",284,0.073009192943573,0.44087108969688416,0.10843157023191452,0.13797296583652496
"(7, 9, 9, 11, 1)",284,0.07618630677461624,0.3409065902233124,0.09584607183933258,0.12293519824743272
"(7, 11, 15, 1)",284,0.0773325115442276,0.3317815959453583,0.09328823536634444,0.1222677156329155
"(7, 7, 7, 9, 9, 1)",284,0.0788804143667221,0.29023781418800354,0.09510321170091628,0.116205632686615
"(7, 13, 7, 9, 1)",284,0.07494509965181351,0.4238028824329376,0.10294468700885773,0.13655267655849454
"(7, 11, 9, 8, 1)",285,0.0776710957288742,0.3168048560619354,0.09880530089139937,0.11990176141262054
"(7, 18, 7, 1)",285,0.07537449151277542,0.3200153112411499,0.08858145773410797,0.11857759207487105
"(7, 10, 17, 1)",285,0.07610742747783661,0.32380712032318115,0.09899063408374786,0.11985069513320926
"(7, 8, 12, 8, 1)",285,0.07752089202404022,0.30781084299087524,0.10373737663030624,0.11818957328796388
"(7, 13, 12, 1)",285,0.07563355565071106,0.22443261742591855,0.09460673481225967,0.10191121697425842
"(7, 11, 8, 10, 1)",285,0.07550077885389328,0.20786048471927646,0.10201750695705414,0.09887523949146272
"(7, 8, 22, 1)",285,0.07608876377344131,0.2355383038520813,0.10605239868164062,0.10424729436635972
"(7, 7, 7, 7, 13, 1)",286,0.07660137116909027,0.22937729954719546,0.108554407954216,0.10358138382434844
"(7, 7, 10, 7, 8, 1)",286,0.07793106883764267,0.239969938993454,0.10771454125642776,0.10654690116643906
"(7, 10, 7, 7, 8, 1)",286,0.07756096124649048,0.3655705153942108,0.10371439158916472,0.12842294573783875
"(7, 10, 10, 8, 1)",287,0.07632384449243547,0.348217636346817,0.0967920497059822,0.12433972209692
"(7, 13, 8, 7, 1)",287,0.075002521276474,0.3814663589000702,0.09973703324794768,0.12912344932556152
"(7, 9, 11, 8, 1)",287,0.07855536043643951,0.20682451128959656,0.09757132083177568,0.1012074053287506
"(7, 8, 10, 11, 1)",287,0.07703068852424623,0.340943455696106,0.0955110564827919,0.12363705784082413
"(7, 9, 7, 8, 8, 1)",287,0.07371282577514647,0.2475472092628479,0.09396462887525557,0.10441155731678008
"(7, 8, 13, 7, 1)",287,0.07661981880664825,0.34488049149513245,0.09851520508527756,0.12399397045373915
"(7, 7, 7, 8, 11, 1)",287,0.07705268263816832,0.4902991950511933,0.10130783170461656,0.15003113448619845
"(7, 12, 7, 11, 1)",287,0.0773690938949585,0.3123641014099121,0.10014376789331436,0.11886877566576005
"(7, 8, 8, 15, 1)",287,0.07505650073289871,0.3160006403923035,0.10186032950878143,0.1176067590713501
"(7, 9, 7, 16, 1)",287,0.07739511132240295,0.22512845695018768,0.09549283236265182,0.10348449647426604
"(7, 8, 7, 9, 8, 1)",288,0.0738307386636734,0.20805227756500244,0.0976983979344368,0.09753398597240448
"(7, 7, 11, 11, 1)",288,0.0769050195813179,0.309500128030777,0.09702064841985704,0.11798078566789627
"(7, 8, 9, 7, 8, 1)",288,0.07886405289173126,0.21186506748199466,0.09615568071603776,0.10235175490379332
"(7, 9, 8, 7, 8, 1)",288,0.07791226357221602,0.2473493963479996,0.10657180100679398,0.10783448070287703
"(7, 7, 7, 7, 7, 7, 1)",288,0.07826483249664308,0.2360866218805313,0.1029103472828865,0.10613594949245453
"(7, 7, 9, 7, 10, 1)",289,0.07769263535737991,0.19501377642154694,0.10013144463300704,0.09841133654117584
"(7, 10, 8, 12, 1)",289,0.077508844435215,0.2046177089214325,0.10070396214723587,0.09995594620704652
"(7, 7, 7, 10, 8, 1)",289,0.07363742589950563,0.25071924924850464,0.10475075989961624,0.1049097403883934
"(7, 9, 7, 7, 10, 1)",289,0.07722906023263931,0.36324095726013184,0.09404423087835312,0.12773823738098145
"(7, 7, 9, 8, 8, 1)",289,0.079498790204525,0.20503389835357666,0.0970786064863205,0.1016680747270584
"(7, 17, 8, 1)",289,0.07684093713760376,0.21732209622859955,0.10051030665636064,0.10164961218833923
"(7, 8, 8, 8, 8, 1)",289,0.077992282807827,0.28949740529060364,0.10063657909631728,0.11534371227025984
"(7, 14, 11, 1)",289,0.07677379250526427,0.2760839462280273,0.0951976478099823,0.11197161674499513
"(7, 8, 9, 13, 1)",289,0.07910372316837311,0.3743526041507721,0.10317949205636978,0.13124413788318634
"(7, 8, 8, 7, 10, 1)",290,0.07533782720565796,0.2815626561641693,0.10322193801403046,0.11175673454999924
"(7, 14, 7, 8, 1)",290,0.07439985126256943,0.3349243104457855,0.10094445943832396,0.12040793150663374
"(7, 11, 7, 13, 1)",290,0.07847947627305984,0.3445565104484558,0.09837696701288223,0.12548868358135223
"(7, 7, 11, 7, 7, 1)",292,0.07949784398078918,0.22345487773418427,0.09977038204669952,0.1049315556883812
"(7, 11, 7, 7, 7, 1)",292,0.0752602070569992,0.3122422397136688,0.09798524528741837,0.11712910979986191
"(7, 7, 7, 11, 7, 1)",292,0.07504697144031525,0.2394578903913498,0.09611532837152481,0.10409431159496307
"(7, 7, 7, 20, 1)",293,0.07920171320438385,0.3686775863170624,0.10653214901685715,0.13034498691558838
"(7, 12, 14, 1)",293,0.07585091143846512,0.19744181632995605,0.10351251065731049,0.09733303636312485
"(7, 7, 7, 7, 14, 1)",295,0.07863236963748932,0.2491864711046219,0.09535094350576401,0.10876505821943283
"(7, 12, 7, 12, 1)",296,0.0787275955080986,0.24134956300258636,0.099387526512146,0.10745887458324432
"(7, 15, 7, 7, 1)",296,0.07500748336315155,0.36768558621406555,0.0984639897942543,0.12671644985675812
"(7, 7, 15, 7, 1)",296,0.07584631443023682,0.3180959224700928,0.10512565076351166,0.11864582449197769
"(7, 11, 16, 1)",297,0.07582394033670425,0.2115042358636856,0.09945233911275864,0.09979525208473206
"(7, 11, 7, 14, 1)",299,0.07687083631753922,0.23623274266719818,0.09313235431909561,0.10502609610557556
"(7, 19, 7, 1)",300,0.07735684514045715,0.2236928641796112,0.09205755591392517,0.10321090370416641
"(7, 13, 13, 1)",300,0.07886212319135666,0.2214425802230835,0.09914035350084305,0.10405251383781433
"(7, 7, 11, 12, 1)",301,0.07446140795946121,0.2872931659221649,0.0982009693980217,0.11206363141536713
"(7, 7, 7, 21, 1)",302,0.07542518526315689,0.33621954917907715,0.10130950063467026,0.1215011328458786
"(7, 13, 7, 11, 1)",302,0.07226938009262085,0.19424520432949066,0.09554910659790039,0.09381955116987228
"(7, 7, 7, 7, 15, 1)",304,0.07780145853757858,0.2558633089065552,0.10515371710062027,0.10926052927970886
"(7, 14, 12, 1)",305,0.07824044674634933,0.30996888875961304,0.0963159054517746,0.11918127536773682
"(7, 12, 7, 13, 1)",305,0.07572625577449799,0.25926750898361206,0.0979582667350769,0.10815348476171494
"(7, 7, 12, 7, 7, 1)",307,0.07550016045570374,0.21271125972270966,0.09503796696662903,0.09974206238985062
"(7, 12, 15, 1)",307,0.07736176997423172,0.20906800031661987,0.1036662682890892,0.10063094645738602
"(7, 12, 7, 7, 7, 1)",307,0.07322964817285538,0.3369649052619934,0.09892972558736801,0.1198251023888588
"(7, 7, 7, 12, 7, 1)",307,0.07781152427196503,0.2606755793094635,0.09614980965852737,0.11011921614408493
"(7, 7, 12, 11, 1)",307,0.08013702929019928,0.3077411651611328,0.09843359887599945,0.12034907191991806
"(7, 15, 11, 1)",308,0.07767409831285477,0.3422761857509613,0.1016717255115509,0.12442275881767273
"(7, 11, 7, 15, 1)",308,0.07695470005273819,0.371658593416214,0.10769964009523392,0.12902161478996277
"(7, 11, 17, 1)",310,0.07631167024374008,0.3538442850112915,0.09352602809667587,0.125344917178154
"(7, 7, 16, 7, 1)",311,0.07579930126667023,0.284601628780365,0.10392426699399948,0.11268951743841171
"(7, 13, 7, 12, 1)",311,0.07762299478054047,0.24332469701766968,0.09072864800691605,0.10689844936132431
"(7, 7, 7, 22, 1)",311,0.07627515494823456,0.25736716389656067,0.10167226195335388,0.10826962441205978
"(7, 16, 7, 7, 1)",311,0.07655228674411774,0.1930118054151535,0.09259927272796631,0.09712791442871094
"(7, 11, 11, 7, 1)",312,0.07939726114273071,0.3250100016593933,0.10096390545368195,0.12279091775417328
"(7, 7, 7, 7, 16, 1)",313,0.08035996556282043,0.2841710150241852,0.09678051620721817,0.11636848002672195
"(7, 12, 7, 14, 1)",314,0.07612138986587524,0.28903043270111084,0.09593206644058228,0.113737091422081
"(7, 7, 11, 13, 1)",314,0.07881123572587967,0.28836503624916077,0.09484905004501343,0.11583418399095535
"(7, 20, 7, 1)",315,0.07703035324811935,0.37076884508132935,0.09344303607940674,0.1289266049861908
"(7, 13, 14, 1)",315,0.07656761258840561,0.38586845993995667,0.09447530657052994,0.1312134712934494
"(7, 14, 7, 11, 1)",317,0.07232093065977097,0.20616024732589722,0.09799344837665558,0.09596696496009827
"(7, 11, 7, 16, 1)",317,0.07409730553627014,0.34463703632354736,0.09532447904348373,0.12189492583274841
"(7, 7, 7, 23, 1)",320,0.07712108641862869,0.265026718378067,0.09410012513399124,0.11031942069530487
"(7, 13, 7, 13, 1)",320,0.07710688561201096,0.28088510036468506,0.09542477875947952,0.11310940235853195
"(7, 7, 12, 12, 1)",321,0.0757000520825386,0.3364999294281006,0.09591392427682877,0.12177693098783493
"(7, 14, 13, 1)",321,0.07550850510597229,0.30683404207229614,0.0973416119813919,0.11637802422046661
"(7, 12, 16, 1)",321,0.07681608945131302,0.2714647948741913,0.09605573117733002,0.1112055853009224
"(7, 7, 7, 13, 7, 1)",322,0.07793406397104263,0.30778008699417114,0.0969182625412941,0.11854209005832672
"(7, 13, 7, 7, 7, 1)",322,0.07708624005317688,0.3522622287273407,0.09534534066915512,0.1257031261920929
"(7, 7, 13, 7, 7, 1)",322,0.0743275135755539,0.22164955735206604,0.10025575011968613,0.10035566240549088
"(7, 7, 7, 7, 17, 1)",322,0.07942669838666916,0.23914192616939545,0.10374142974615097,0.10764443874359131
"(7, 12, 7, 15, 1)",323,0.07811802625656128,0.3539821207523346,0.10188248008489609,0.12685638666152954
"(7, 11, 18, 1)",323,0.07387623190879822,0.25888198614120483,0.10534047335386276,0.10656215995550156
"(7, 7, 7, 7, 7, 11, 1)",324,0.07626520097255707,0.22450707852840424,0.09545163810253143,0.10245583951473236
"(7, 15, 12, 1)",325,0.07707958668470383,0.19695943593978882,0.0908488854765892,0.09825930744409561
"(7, 14, 7, 12, 1)",326,0.07523850351572037,0.2573009431362152,0.09125839918851852,0.10740437358617783
"(7, 7, 17, 7, 1)",326,0.07879302650690079,0.2772183120250702,0.11034498363733292,0.11384984850883484
"(7, 11, 7, 17, 1)",326,0.07878656685352325,0.3266340494155884,0.09973350912332535,0.12257516384124756
"(7, 7, 13, 11, 1)",326,0.07619183510541916,0.2751762866973877,0.09722906351089478,0.111347496509552
"(7, 17, 7, 7, 1)",326,0.07709581404924393,0.407263845205307,0.09524144977331161,0.13542839884757996
"(7, 7, 11, 14, 1)",327,0.07363571971654892,0.3043046295642853,0.10407114028930664,0.11438918858766556
"(7, 16, 11, 1)",327,0.07567792385816574,0.31121835112571716,0.09338665753602982,0.11729203909635544
"(7, 7, 11, 7, 11, 1)",328,0.07933017611503601,0.3818952143192291,0.10036499798297882,0.1327860802412033
"(7, 11, 7, 7, 11, 1)",328,0.07669857144355774,0.3475910425186157,0.109772227704525,0.12455867975950241
"(7, 7, 7, 24, 1)",329,0.07515425235033035,0.20792101323604584,0.10088221728801727,0.0986107662320137
"(7, 13, 7, 14, 1)",329,0.07847632467746735,0.3633577227592468,0.09346212446689606,0.12880784273147583
"(7, 21, 7, 1)",330,0.07785217463970184,0.24884186685085297,0.09695234149694443,0.108061783015728
"(7, 13, 15, 1)",330,0.07699102908372879,0.41685569286346436,0.10179753601551056,0.1370367407798767
"(7, 11, 12, 7, 1)",331,0.0769684910774231,0.3712267279624939,0.09864410758018494,0.1289566308259964
"(7, 7, 7, 7, 18, 1)",331,0.07656260579824448,0.2932637631893158,0.09598734974861145,0.11484833806753159
